,station_id,stationname,date,daytype,rides
163404,40350,UIC-Halsted,12/02/2014,W,"7,094"
163654,40350,UIC-Halsted,12/23/2009,W,"1,759"
163714,40350,UIC-Halsted,06/16/2017,W,"3,618"
163868,40350,UIC-Halsted,08/06/2014,W,"3,609"
164103,40350,UIC-Halsted,06/05/2007,W,"3,303"
164530,40350,UIC-Halsted,07/30/2008,W,"3,471"
164723,40350,UIC-Halsted,10/11/2006,W,"6,701"
164762,40350,UIC-Halsted,04/12/2017,W,"7,160"
164818,40350,UIC-Halsted,01/29/2007,W,"5,584"
165157,40350,UIC-Halsted,03/03/2015,W,"6,693"
165492,40350,UIC-Halsted,10/27/2009,W,"6,349"
165500,40350,UIC-Halsted,03/08/2002,W,"5,310"
165561,40350,UIC-Halsted,04/20/2015,W,"6,581"
165621,40350,UIC-Halsted,05/13/2003,W,"2,835"
165793,40350,UIC-Halsted,01/09/2014,W,"3,284"
166059,40350,UIC-Halsted,05/22/2013,W,"3,595"
166182,40350,UIC-Halsted,12/10/2005,A,"1,364"
166277,40350,UIC-Halsted,10/06/2004,W,"6,940"
166318,40350,UIC-Halsted,04/02/2003,W,"6,095"
166335,40350,UIC-Halsted,04/20/2007,W,"5,078"
166424,40350,UIC-Halsted,01/02/2016,A,936
166562,40350,UIC-Halsted,10/29/2012,W,"7,708"
166597,40350,UIC-Halsted,05/24/2009,U,879
166663,40350,UIC-Halsted,10/26/2016,W,"8,224"
166753,40350,UIC-Halsted,02/06/2008,W,"5,618"
167243,40350,UIC-Halsted,01/22/2009,W,"6,290"
167609,40350,UIC-Halsted,01/17/2002,W,"5,748"
167612,40350,UIC-Halsted,10/18/2008,A,"2,396"
167649,40350,UIC-Halsted,10/28/2010,W,"7,520"
167798,40350,UIC-Halsted,05/08/2002,W,"2,693"
167929,40350,UIC-Halsted,10/24/2004,U,"1,076"
168085,40350,UIC-Halsted,03/04/2001,U,591
168336,40350,UIC-Halsted,10/05/2013,A,"3,015"
168508,40350,UIC-Halsted,05/15/2004,A,"1,277"
168594,40350,UIC-Halsted,10/04/2015,U,"2,016"
168619,40350,UIC-Halsted,04/24/2013,W,"7,142"
168669,40350,UIC-Halsted,05/15/2014,W,"3,590"
169239,40350,UIC-Halsted,05/20/2016,W,"3,325"
169290,40350,UIC-Halsted,06/23/2003,W,"3,323"
169301,40350,UIC-Halsted,07/12/2009,U,972
169443,40350,UIC-Halsted,05/19/2003,W,"2,422"
169539,40350,UIC-Halsted,04/04/2016,W,"7,013"
169708,40350,UIC-Halsted,01/10/2014,W,"3,531"
169791,40350,UIC-Halsted,06/06/2010,U,922
169825,40350,UIC-Halsted,11/03/2013,U,"2,306"
170048,40350,UIC-Halsted,05/15/2010,A,"1,285"
170328,40350,UIC-Halsted,06/17/2011,W,"3,919"
170345,40350,UIC-Halsted,01/27/2002,U,954
170508,40350,UIC-Halsted,10/10/2004,U,"4,264"
170808,40350,UIC-Halsted,01/16/2012,W,"2,308"
170953,40350,UIC-Halsted,06/11/2009,W,"2,794"
171308,40350,UIC-Halsted,02/02/2007,W,"5,415"
171312,40350,UIC-Halsted,01/25/2010,W,"5,812"
171421,40350,UIC-Halsted,08/18/2010,W,"3,868"
171497,40350,UIC-Halsted,10/20/2010,W,"7,395"
171608,40350,UIC-Halsted,01/12/2015,W,"7,078"
171800,40350,UIC-Halsted,10/05/2007,W,"6,352"
171968,40350,UIC-Halsted,04/12/2005,W,"5,878"
172525,40350,UIC-Halsted,10/12/2003,U,"4,218"
172805,40350,UIC-Halsted,03/22/2005,W,"2,632"
172818,40350,UIC-Halsted,08/14/2007,W,"2,320"
173263,40350,UIC-Halsted,02/25/2011,W,"6,738"
173310,40350,UIC-Halsted,05/18/2006,W,"2,791"
173572,40350,UIC-Halsted,07/06/2013,A,"1,912"
173938,40350,UIC-Halsted,08/01/2016,W,"3,398"
174335,40350,UIC-Halsted,05/31/2016,W,"3,361"
174583,40350,UIC-Halsted,05/21/2003,W,"2,484"
174665,40350,UIC-Halsted,12/23/2013,W,"1,847"
174671,40350,UIC-Halsted,02/23/2007,W,"5,331"
174731,40350,UIC-Halsted,12/17/2002,W,"2,605"
175223,40350,UIC-Halsted,05/31/2002,W,"2,539"
175232,40350,UIC-Halsted,09/18/2001,W,"6,182"
175251,40350,UIC-Halsted,04/02/2002,W,"5,214"
175310,40350,UIC-Halsted,08/04/2001,A,855
175521,40350,UIC-Halsted,10/27/2008,W,"6,575"
175609,40350,UIC-Halsted,03/11/2013,W,"7,058"
175741,40350,UIC-Halsted,07/22/2005,W,"3,333"
176091,40350,UIC-Halsted,12/04/2001,W,"4,678"
176176,40350,UIC-Halsted,06/13/2014,W,"3,656"
176248,40350,UIC-Halsted,02/28/2002,W,"5,449"
176316,40350,UIC-Halsted,02/27/2001,W,"4,404"
176475,40350,UIC-Halsted,09/04/2002,W,"7,618"
176825,40350,UIC-Halsted,07/03/2005,U,"1,858"
176876,40350,UIC-Halsted,05/26/2015,W,"3,336"
176880,40350,UIC-Halsted,04/29/2003,W,"5,706"
177407,40350,UIC-Halsted,02/14/2016,U,"1,471"
177572,40350,UIC-Halsted,07/14/2016,W,"4,087"
177597,40350,UIC-Halsted,05/08/2007,W,"4,362"
177627,40350,UIC-Halsted,05/20/2006,A,"1,415"
177636,40350,UIC-Halsted,10/21/2010,W,"7,441"
177641,40350,UIC-Halsted,04/25/2013,W,"7,075"
177705,40350,UIC-Halsted,08/29/2003,W,"6,769"
177902,40350,UIC-Halsted,08/19/2001,U,"1,132"
178101,40350,UIC-Halsted,09/06/2004,U,998
178737,40350,UIC-Halsted,10/12/2005,W,"7,201"
178835,40350,UIC-Halsted,11/11/2016,W,"7,836"
179086,40350,UIC-Halsted,10/15/2016,A,"2,893"
179182,40350,UIC-Halsted,01/20/2009,W,"6,140"
179307,40350,UIC-Halsted,09/14/2008,U,"1,292"
179370,40350,UIC-Halsted,04/20/2001,W,"3,896"
179463,40350,UIC-Halsted,04/13/2014,U,"1,508"
179491,40350,UIC-Halsted,02/06/2001,W,"4,615"
179522,40350,UIC-Halsted,08/16/2013,W,"3,431"
179525,40350,UIC-Halsted,05/08/2008,W,"5,019"
179697,40350,UIC-Halsted,11/04/2011,W,"7,564"
179824,40350,UIC-Halsted,12/04/2005,U,"1,092"
179976,40350,UIC-Halsted,02/15/2017,W,"7,431"
180015,40350,UIC-Halsted,02/06/2017,W,"7,089"
180113,40350,UIC-Halsted,03/17/2009,W,"6,100"
180170,40350,UIC-Halsted,08/19/2015,W,"3,964"
180546,40350,UIC-Halsted,06/08/2003,U,773
180561,40350,UIC-Halsted,07/19/2016,W,"3,957"
180652,40350,UIC-Halsted,10/17/2009,A,"1,006"
180684,40350,UIC-Halsted,08/22/2012,W,"4,242"
180700,40350,UIC-Halsted,05/06/2003,W,"4,912"
180758,40350,UIC-Halsted,09/23/2017,A,"2,433"
180916,40350,UIC-Halsted,08/03/2004,W,"2,497"
180938,40350,UIC-Halsted,09/10/2017,U,"1,694"
181076,40350,UIC-Halsted,11/09/2013,A,"3,033"
181248,40350,UIC-Halsted,05/10/2013,W,"5,406"
181609,40350,UIC-Halsted,05/12/2001,A,830
181925,40350,UIC-Halsted,07/18/2002,W,"3,450"
182018,40350,UIC-Halsted,12/22/2008,W,"1,882"
182167,40350,UIC-Halsted,06/10/2004,W,"3,482"
182280,40350,UIC-Halsted,09/17/2003,W,"7,327"
182296,40350,UIC-Halsted,07/18/2010,U,"1,136"
182338,40350,UIC-Halsted,04/09/2017,U,"1,589"
182413,40350,UIC-Halsted,11/24/2011,U,947
182416,40350,UIC-Halsted,09/29/2009,W,"6,672"
182694,40350,UIC-Halsted,09/14/2006,W,"6,952"
182751,40350,UIC-Halsted,12/21/2007,W,"2,050"
182772,40350,UIC-Halsted,12/07/2012,W,"7,186"
183042,40350,UIC-Halsted,04/20/2006,W,"6,278"
183074,40350,UIC-Halsted,06/27/2002,W,"3,486"
183094,40350,UIC-Halsted,10/27/2011,W,"7,876"
183151,40350,UIC-Halsted,06/02/2003,W,"3,421"
183258,40350,UIC-Halsted,02/01/2009,U,"1,195"
183367,40350,UIC-Halsted,06/01/2001,W,"2,603"
183577,40350,UIC-Halsted,06/24/2009,W,"3,326"
183626,40350,UIC-Halsted,09/21/2016,W,"8,644"
183821,40350,UIC-Halsted,11/13/2010,A,"2,792"
183973,40350,UIC-Halsted,01/02/2011,U,714
184125,40350,UIC-Halsted,03/20/2014,W,"7,642"
184129,40350,UIC-Halsted,09/21/2001,W,"5,874"
184135,40350,UIC-Halsted,11/17/2016,W,"8,022"
184189,40350,UIC-Halsted,12/05/2006,W,"5,768"
184279,40350,UIC-Halsted,02/05/2005,A,"1,761"
184527,40350,UIC-Halsted,02/09/2011,W,"6,907"
184545,40350,UIC-Halsted,10/08/2010,W,"7,368"
184682,40350,UIC-Halsted,12/23/2003,W,"1,933"
184865,40350,UIC-Halsted,06/20/2002,W,"3,498"
184941,40350,UIC-Halsted,10/12/2010,W,"7,411"
185060,40350,UIC-Halsted,08/26/2002,W,"6,727"
185305,40350,UIC-Halsted,10/13/2017,W,"8,046"
185477,40350,UIC-Halsted,07/16/2011,A,"1,953"
185731,40350,UIC-Halsted,01/03/2017,W,"2,703"
185861,40350,UIC-Halsted,11/30/2003,U,935
186001,40350,UIC-Halsted,06/23/2002,U,834
186160,40350,UIC-Halsted,02/15/2006,W,"6,430"
186167,40350,UIC-Halsted,04/09/2016,A,"2,460"
186273,40350,UIC-Halsted,03/19/2011,A,"2,254"
186359,40350,UIC-Halsted,03/28/2012,W,"6,956"
186452,40350,UIC-Halsted,08/26/2012,U,"2,052"
186623,40350,UIC-Halsted,03/31/2009,W,"5,416"
186766,40350,UIC-Halsted,01/24/2005,W,"6,168"
187278,40350,UIC-Halsted,05/08/2009,W,"4,474"
187409,40350,UIC-Halsted,09/13/2002,W,"7,189"
187487,40350,UIC-Halsted,05/25/2012,W,"3,785"
187496,40350,UIC-Halsted,09/08/2011,W,"8,275"
187565,40350,UIC-Halsted,06/15/2003,U,757
187708,40350,UIC-Halsted,06/07/2015,U,"1,299"
187886,40350,UIC-Halsted,11/16/2015,W,"7,953"
187989,40350,UIC-Halsted,10/13/2003,W,"6,680"
188268,40350,UIC-Halsted,02/27/2007,W,"5,340"
188335,40350,UIC-Halsted,04/06/2003,U,892
188450,40350,UIC-Halsted,08/12/2005,W,"2,535"
188665,40350,UIC-Halsted,12/31/2011,A,"1,594"
189276,40350,UIC-Halsted,04/01/2004,W,"5,730"
189279,40350,UIC-Halsted,06/30/2011,W,"3,973"
189322,40350,UIC-Halsted,01/03/2015,A,978
189762,40350,UIC-Halsted,05/28/2016,A,"1,674"
189835,40350,UIC-Halsted,09/05/2002,W,"7,549"
190070,40350,UIC-Halsted,01/17/2003,W,"5,968"
190328,40350,UIC-Halsted,07/10/2013,W,"4,572"
190631,40350,UIC-Halsted,07/02/2016,A,"1,436"
190655,40350,UIC-Halsted,02/12/2007,W,"5,174"
190712,40350,UIC-Halsted,04/22/2013,W,"6,772"
190915,40350,UIC-Halsted,10/28/2008,W,"6,862"
191029,40350,UIC-Halsted,05/08/2005,U,937
191189,40350,UIC-Halsted,01/09/2004,W,"2,541"
191322,40350,UIC-Halsted,12/09/2007,U,966
191481,40350,UIC-Halsted,10/07/2011,W,"7,798"
191534,40350,UIC-Halsted,01/18/2013,W,"7,171"
191546,40350,UIC-Halsted,01/24/2011,W,"6,548"
191617,40350,UIC-Halsted,12/12/2003,W,"4,516"
191619,40350,UIC-Halsted,10/19/2009,W,"6,146"
191921,40350,UIC-Halsted,01/21/2003,W,"6,357"
191976,40350,UIC-Halsted,09/22/2011,W,"7,985"
192040,40350,UIC-Halsted,12/07/2002,A,"1,613"
192137,40350,UIC-Halsted,11/24/2014,W,"7,161"
192307,40350,UIC-Halsted,10/19/2014,U,"1,736"
192672,40350,UIC-Halsted,11/21/2015,A,"2,667"
192714,40350,UIC-Halsted,02/22/2013,W,"7,349"
192788,40350,UIC-Halsted,10/02/2014,W,"7,959"
192882,40350,UIC-Halsted,11/22/2015,U,"1,632"
193063,40350,UIC-Halsted,07/17/2002,W,"3,544"
193098,40350,UIC-Halsted,03/09/2017,W,"7,173"
193222,40350,UIC-Halsted,12/23/2012,U,"1,021"
193223,40350,UIC-Halsted,09/25/2017,W,"8,459"
193480,40350,UIC-Halsted,05/25/2015,U,"1,203"
193496,40350,UIC-Halsted,03/01/2014,A,"2,327"
193641,40350,UIC-Halsted,02/07/2003,W,"5,868"
193798,40350,UIC-Halsted,02/22/2001,W,"4,467"
193962,40350,UIC-Halsted,12/28/2016,W,"1,760"
194066,40350,UIC-Halsted,11/08/2017,W,"8,549"
194198,40350,UIC-Halsted,10/21/2001,U,"1,109"
194199,40350,UIC-Halsted,01/20/2012,W,"7,571"
194263,40350,UIC-Halsted,05/20/2014,W,"3,793"
194443,40350,UIC-Halsted,04/08/2003,W,"5,750"
194464,40350,UIC-Halsted,06/07/2017,W,"3,398"
194586,40350,UIC-Halsted,02/28/2016,U,"1,660"
194754,40350,UIC-Halsted,11/12/2011,A,"3,045"
195069,40350,UIC-Halsted,01/19/2007,W,"5,658"
195123,40350,UIC-Halsted,04/16/2012,W,"6,846"
195278,40350,UIC-Halsted,08/18/2017,W,"3,334"
195301,40350,UIC-Halsted,11/02/2015,W,"8,234"
195323,40350,UIC-Halsted,04/15/2004,W,"5,974"
195486,40350,UIC-Halsted,09/30/2008,W,"6,943"
195655,40350,UIC-Halsted,05/21/2011,A,"1,787"
196446,40350,UIC-Halsted,10/06/2009,W,"6,545"
196601,40350,UIC-Halsted,11/05/2016,A,"2,623"
196663,40350,UIC-Halsted,06/25/2017,U,"1,650"
196706,40350,UIC-Halsted,03/08/2012,W,"7,204"
196730,40350,UIC-Halsted,12/08/2009,W,"4,702"
197089,40350,UIC-Halsted,10/08/2012,W,"7,760"
197160,40350,UIC-Halsted,08/31/2008,U,"1,559"
197321,40350,UIC-Halsted,12/14/2011,W,"3,571"
197435,40350,UIC-Halsted,10/07/2015,W,"8,682"
197742,40350,UIC-Halsted,07/25/2008,W,"3,471"
198028,40350,UIC-Halsted,12/17/2004,W,"2,451"
198129,40350,UIC-Halsted,05/20/2005,W,"2,647"
198451,40350,UIC-Halsted,02/02/2003,U,917
198593,40350,UIC-Halsted,03/22/2009,U,"1,077"
198823,40350,UIC-Halsted,11/14/2016,W,"7,893"
198848,40350,UIC-Halsted,06/28/2013,W,"4,685"
198940,40350,UIC-Halsted,08/16/2016,W,"3,199"
199181,40350,UIC-Halsted,09/12/2002,W,"7,342"
199284,40350,UIC-Halsted,04/28/2007,A,"1,587"
199370,40350,UIC-Halsted,02/22/2002,W,"3,599"
199851,40350,UIC-Halsted,04/06/2009,W,"5,496"
199883,40350,UIC-Halsted,09/01/2010,W,"7,539"
199977,40350,UIC-Halsted,03/06/2016,U,"1,587"
200068,40350,UIC-Halsted,11/20/2007,W,"6,057"
200082,40350,UIC-Halsted,06/18/2003,W,"3,525"
200085,40350,UIC-Halsted,11/07/2006,W,"6,176"
200302,40350,UIC-Halsted,06/05/2002,W,"3,608"
200322,40350,UIC-Halsted,11/29/2008,A,"1,183"
200583,40350,UIC-Halsted,04/20/2016,W,"7,171"
200643,40350,UIC-Halsted,03/01/2013,W,"6,905"
200689,40350,UIC-Halsted,12/31/2003,W,"1,601"
200691,40350,UIC-Halsted,08/09/2011,W,"3,241"
200800,40350,UIC-Halsted,09/11/2003,W,"7,440"
200972,40350,UIC-Halsted,02/15/2016,W,"6,530"
201063,40350,UIC-Halsted,07/01/2003,W,"3,851"
201223,40350,UIC-Halsted,09/03/2005,A,"1,738"
201228,40350,UIC-Halsted,06/13/2017,W,"3,812"
201247,40350,UIC-Halsted,03/16/2011,W,"7,209"
201326,40350,UIC-Halsted,09/10/2006,U,"1,136"
201463,40350,UIC-Halsted,05/30/2014,W,"3,741"
201691,40350,UIC-Halsted,05/17/2016,W,"3,376"
201900,40350,UIC-Halsted,10/31/2016,W,"7,999"
202067,40350,UIC-Halsted,04/26/2011,W,"6,649"
202213,40350,UIC-Halsted,02/15/2009,U,"1,427"
202254,40350,UIC-Halsted,05/20/2011,W,"3,658"
202721,40350,UIC-Halsted,09/20/2010,W,"7,321"
202755,40350,UIC-Halsted,10/23/2005,U,"1,172"
202901,40350,UIC-Halsted,12/26/2003,W,999
203030,40350,UIC-Halsted,11/15/2011,W,"7,701"
203048,40350,UIC-Halsted,08/25/2012,A,"3,680"
203132,40350,UIC-Halsted,10/03/2005,W,"6,866"
203220,40350,UIC-Halsted,10/24/2013,W,"8,213"
203501,40350,UIC-Halsted,08/29/2012,W,"8,250"
203847,40350,UIC-Halsted,04/23/2006,U,"1,374"
203939,40350,UIC-Halsted,02/04/2012,A,"2,446"
204160,40350,UIC-Halsted,02/05/2006,U,979
204219,40350,UIC-Halsted,08/29/2010,U,"2,150"
204351,40350,UIC-Halsted,11/07/2010,U,"1,612"
204472,40350,UIC-Halsted,02/13/2017,W,"7,136"
204480,40350,UIC-Halsted,08/03/2014,U,"1,236"
204586,40350,UIC-Halsted,12/14/2016,W,"3,143"
204695,40350,UIC-Halsted,04/19/2016,W,"7,211"
204946,40350,UIC-Halsted,02/26/2017,U,"1,505"
205098,40350,UIC-Halsted,07/22/2012,U,"1,474"
205402,40350,UIC-Halsted,06/23/2017,W,"3,608"
205864,40350,UIC-Halsted,02/02/2005,W,"6,258"
206157,40350,UIC-Halsted,06/29/2011,W,"4,406"
206263,40350,UIC-Halsted,05/23/2008,W,"2,907"
206646,40350,UIC-Halsted,12/30/2016,W,"1,657"
206947,40350,UIC-Halsted,02/06/2005,U,"1,075"
207017,40350,UIC-Halsted,01/11/2001,W,"4,731"
207267,40350,UIC-Halsted,10/08/2013,W,"8,226"
207425,40350,UIC-Halsted,08/31/2014,U,"1,851"
207501,40350,UIC-Halsted,12/24/2006,U,528
207643,40350,UIC-Halsted,11/26/2002,W,"6,506"
207882,40350,UIC-Halsted,07/15/2016,W,"3,787"
207979,40350,UIC-Halsted,11/21/2014,W,"7,399"
208092,40350,UIC-Halsted,01/21/2005,W,"5,681"
208184,40350,UIC-Halsted,08/31/2015,W,"8,333"
208226,40350,UIC-Halsted,06/16/2003,W,"3,205"
208525,40350,UIC-Halsted,09/21/2013,A,"2,518"
208636,40350,UIC-Halsted,01/10/2008,W,"2,598"
208760,40350,UIC-Halsted,10/12/2014,U,"5,932"
208811,40350,UIC-Halsted,06/11/2007,W,"3,331"
208846,40350,UIC-Halsted,10/02/2015,W,"8,249"
209225,40350,UIC-Halsted,01/01/2017,U,997
209254,40350,UIC-Halsted,04/09/2009,W,"5,503"
209653,40350,UIC-Halsted,05/29/2013,W,"3,622"
209674,40350,UIC-Halsted,07/03/2010,A,"1,422"
209795,40350,UIC-Halsted,10/25/2010,W,"7,113"
209978,40350,UIC-Halsted,08/08/2002,W,"2,603"
210034,40350,UIC-Halsted,06/25/2007,W,"3,206"
210102,40350,UIC-Halsted,10/20/2011,W,"7,853"
210225,40350,UIC-Halsted,06/03/2007,U,855
210433,40350,UIC-Halsted,07/06/2005,W,"3,764"
210483,40350,UIC-Halsted,10/30/2003,W,"6,890"
210659,40350,UIC-Halsted,11/14/2009,A,"1,902"
210678,40350,UIC-Halsted,08/26/2013,W,"7,586"
210777,40350,UIC-Halsted,12/15/2010,W,"3,038"
211019,40350,UIC-Halsted,01/03/2010,U,542
211192,40350,UIC-Halsted,08/05/2014,W,"3,632"
211363,40350,UIC-Halsted,03/27/2007,W,"2,446"
211747,40350,UIC-Halsted,09/25/2012,W,"7,932"
211975,40350,UIC-Halsted,11/25/2010,U,872
212036,40350,UIC-Halsted,09/17/2017,U,"1,713"
212084,40350,UIC-Halsted,07/11/2009,A,"1,202"
212192,40350,UIC-Halsted,03/04/2016,W,"7,205"
212225,40350,UIC-Halsted,12/22/2014,W,"2,120"
213009,40350,UIC-Halsted,01/24/2010,U,931
213039,40350,UIC-Halsted,01/20/2007,A,"1,557"
213223,40350,UIC-Halsted,12/26/2001,W,"1,172"
213262,40350,UIC-Halsted,12/29/2016,W,"1,738"
213434,40350,UIC-Halsted,03/05/2010,W,"5,622"
213440,40350,UIC-Halsted,12/23/2011,W,"1,899"
213693,40350,UIC-Halsted,09/09/2014,W,"8,043"
214132,40350,UIC-Halsted,04/05/2003,A,"1,556"
214175,40350,UIC-Halsted,08/26/2004,W,"6,955"
214289,40350,UIC-Halsted,03/26/2010,W,"2,593"
214317,40350,UIC-Halsted,08/28/2001,W,"6,442"
214337,40350,UIC-Halsted,11/30/2002,A,925
214341,40350,UIC-Halsted,06/20/2009,A,"1,366"
214362,40350,UIC-Halsted,04/23/2009,W,"5,671"
214436,40350,UIC-Halsted,03/29/2009,U,948
214684,40350,UIC-Halsted,02/11/2008,W,"5,330"
214774,40350,UIC-Halsted,04/10/2017,W,"6,729"
215215,40350,UIC-Halsted,03/25/2004,W,"2,695"
215263,40350,UIC-Halsted,06/22/2007,W,"3,084"
215455,40350,UIC-Halsted,03/09/2014,U,"1,674"
215780,40350,UIC-Halsted,03/23/2014,U,"1,388"
215864,40350,UIC-Halsted,09/26/2010,U,"1,642"
215999,40350,UIC-Halsted,11/30/2006,W,"5,963"
216187,40350,UIC-Halsted,05/12/2014,W,"3,610"
216294,40350,UIC-Halsted,11/28/2006,W,"6,029"
216322,40350,UIC-Halsted,11/28/2014,W,"1,432"
216471,40350,UIC-Halsted,08/27/2011,A,"3,338"
216680,40350,UIC-Halsted,11/29/2001,W,"5,312"
216964,40350,UIC-Halsted,06/04/2016,A,"1,580"
217252,40350,UIC-Halsted,08/20/2002,W,"2,915"
217366,40350,UIC-Halsted,12/02/2003,W,"6,249"
217546,40350,UIC-Halsted,03/02/2010,W,"5,976"
217737,40350,UIC-Halsted,06/28/2010,W,"3,484"
217751,40350,UIC-Halsted,10/06/2003,W,"6,753"
217836,40350,UIC-Halsted,01/12/2008,A,"1,099"
218423,40350,UIC-Halsted,10/09/2003,W,"7,264"
218467,40350,UIC-Halsted,01/23/2012,W,"7,266"
218529,40350,UIC-Halsted,12/26/2010,U,595
218964,40350,UIC-Halsted,11/21/2012,W,"6,651"
219348,40350,UIC-Halsted,01/26/2016,W,"7,618"
219382,40350,UIC-Halsted,10/30/2004,A,"1,694"
220048,40350,UIC-Halsted,06/15/2006,W,"3,624"
220129,40350,UIC-Halsted,04/25/2008,W,"5,825"
220261,40350,UIC-Halsted,07/09/2006,U,942
220330,40350,UIC-Halsted,11/05/2006,U,"1,253"
220469,40350,UIC-Halsted,01/05/2001,W,"2,145"
220744,40350,UIC-Halsted,02/26/2009,W,"5,705"
220762,40350,UIC-Halsted,06/29/2017,W,"4,012"
220879,40350,UIC-Halsted,09/03/2012,U,"1,805"
221007,40350,UIC-Halsted,03/07/2011,W,"6,624"
221103,40350,UIC-Halsted,03/17/2005,W,"5,899"
221208,40350,UIC-Halsted,05/11/2017,W,"3,414"
221235,40350,UIC-Halsted,10/01/2012,W,"7,991"
221476,40350,UIC-Halsted,04/02/2007,W,"4,870"
221569,40350,UIC-Halsted,07/08/2002,W,"3,377"
221995,40350,UIC-Halsted,10/13/2013,U,"6,927"
222108,40350,UIC-Halsted,07/16/2015,W,"3,955"
222213,40350,UIC-Halsted,12/22/2009,W,"2,018"
222377,40350,UIC-Halsted,05/07/2002,W,"2,692"
222564,40350,UIC-Halsted,10/13/2008,W,"6,497"
222627,40350,UIC-Halsted,11/11/2003,W,"6,561"
222828,40350,UIC-Halsted,04/13/2012,W,"6,870"
222832,40350,UIC-Halsted,10/13/2014,W,"7,747"
222855,40350,UIC-Halsted,03/30/2013,A,"1,780"
222895,40350,UIC-Halsted,08/07/2006,W,"2,457"
222984,40350,UIC-Halsted,06/23/2001,A,851
223086,40350,UIC-Halsted,08/09/2004,W,"2,312"
223249,40350,UIC-Halsted,10/20/2014,W,"7,764"
223507,40350,UIC-Halsted,11/02/2004,W,"6,467"
223897,40350,UIC-Halsted,02/14/2017,W,"7,258"
223983,40350,UIC-Halsted,09/04/2015,W,"8,264"
224217,40350,UIC-Halsted,03/13/2016,U,"1,426"
224259,40350,UIC-Halsted,05/07/2014,W,"5,749"
224393,40350,UIC-Halsted,11/09/2009,W,"5,938"
224420,40350,UIC-Halsted,06/10/2010,W,"3,038"
224540,40350,UIC-Halsted,06/06/2009,A,"1,144"
224617,40350,UIC-Halsted,11/20/2012,W,"7,770"
224735,40350,UIC-Halsted,07/21/2005,W,"3,342"
224786,40350,UIC-Halsted,01/14/2004,W,"6,420"
224958,40350,UIC-Halsted,01/23/2013,W,"7,133"
225046,40350,UIC-Halsted,05/14/2001,W,"2,157"
225078,40350,UIC-Halsted,04/21/2017,W,"6,910"
225253,40350,UIC-Halsted,08/04/2006,W,"2,649"
225275,40350,UIC-Halsted,05/04/2007,W,"5,186"
225350,40350,UIC-Halsted,10/11/2010,W,"7,040"
225367,40350,UIC-Halsted,06/25/2001,W,"2,920"
225373,40350,UIC-Halsted,11/19/2004,W,"6,202"
225746,40350,UIC-Halsted,08/15/2005,W,"2,620"
225829,40350,UIC-Halsted,06/05/2017,W,"3,390"
226139,40350,UIC-Halsted,01/27/2003,W,"6,002"
226329,40350,UIC-Halsted,10/22/2012,W,"7,831"
226462,40350,UIC-Halsted,04/22/2011,W,"5,966"
226525,40350,UIC-Halsted,05/26/2017,W,"3,128"
226532,40350,UIC-Halsted,06/19/2001,W,"2,965"
226643,40350,UIC-Halsted,02/26/2013,W,"7,227"
226664,40350,UIC-Halsted,02/07/2016,U,"1,557"
226910,40350,UIC-Halsted,02/03/2007,A,"1,231"
226915,40350,UIC-Halsted,03/13/2006,W,"5,891"
227025,40350,UIC-Halsted,08/27/2017,U,"2,367"
227211,40350,UIC-Halsted,06/20/2016,W,"3,812"
227249,40350,UIC-Halsted,09/07/2011,W,"8,211"
227435,40350,UIC-Halsted,06/09/2002,U,725
227542,40350,UIC-Halsted,07/24/2014,W,"4,742"
227552,40350,UIC-Halsted,06/11/2017,U,"1,602"
227962,40350,UIC-Halsted,08/07/2012,W,"3,118"
228026,40350,UIC-Halsted,03/06/2017,W,"6,886"
228228,40350,UIC-Halsted,02/28/2005,W,"5,687"
228276,40350,UIC-Halsted,04/25/2006,W,"6,047"
228402,40350,UIC-Halsted,10/22/2008,W,"6,836"
228592,40350,UIC-Halsted,12/22/2016,W,"2,371"
228938,40350,UIC-Halsted,03/05/2017,U,"1,488"
228983,40350,UIC-Halsted,01/11/2016,W,"7,331"
229446,40350,UIC-Halsted,06/01/2013,A,"2,201"
229723,40350,UIC-Halsted,09/26/2007,W,"6,547"
229777,40350,UIC-Halsted,07/30/2003,W,"2,880"
229933,40350,UIC-Halsted,10/07/2008,W,"6,824"
229998,40350,UIC-Halsted,01/30/2003,W,"6,419"
230033,40350,UIC-Halsted,11/23/2011,W,"6,194"
230128,40350,UIC-Halsted,01/18/2017,W,"7,587"
230193,40350,UIC-Halsted,01/03/2002,W,"2,300"
230290,40350,UIC-Halsted,05/28/2006,U,908
230434,40350,UIC-Halsted,09/27/2012,W,"8,130"
230907,40350,UIC-Halsted,01/20/2008,U,698
231008,40350,UIC-Halsted,06/28/2005,W,"3,775"
231094,40350,UIC-Halsted,03/02/2014,U,"1,520"
231242,40350,UIC-Halsted,12/15/2013,U,"1,302"
231547,40350,UIC-Halsted,02/18/2008,W,"4,963"
231561,40350,UIC-Halsted,06/11/2010,W,"3,502"
231579,40350,UIC-Halsted,07/05/2017,W,"3,588"
231793,40350,UIC-Halsted,05/30/2012,W,"3,455"
232223,40350,UIC-Halsted,05/15/2002,W,"2,534"
232282,40350,UIC-Halsted,05/31/2009,U,838
232480,40350,UIC-Halsted,01/11/2010,W,"5,469"
232581,40350,UIC-Halsted,07/25/2002,W,"3,323"
